"Date","Country","State","Market Size","Product","City","Product Line","Product Type","Type","Budget COGS","Budget Margin","Budget Profit","Budget Sales","COGS","Inventory","Marketing","Sales","Total Expenses","Inv2"
"01/12/2020","United Kingdom","England","Small Market","Amaretto","Liverpool","Beans","Coffee","Regular",93,120,67,214,85,1183,25,198,53,-3802
"01/12/2020","United Kingdom","England","Small Market","Colombian","Liverpool","Beans","Coffee","Regular",67,107,67,174,66,432,22,163,59,-1388
"01/06/2020","United Kingdom","England","Major Market","Caffe Mocha","Bristol","Beans","Espresso","Regular",120,187,160,307,152,987,42,367,53,-3172
"01/10/2020","United Kingdom","England","Major Market","Colombian","Bristol","Beans","Coffee","Regular",467,561,454,1028,319,1371,100,741,129,-4406
"01/10/2020","United Kingdom","England","Major Market","Decaf Espresso","Bristol","Beans","Espresso","Decaf",53,107,107,160,102,638,29,266,45,-2050
"01/11/2020","United Kingdom","England","Major Market","Colombian","Bristol","Beans","Coffee","Regular",347,427,307,775,301,1400,92,698,123,-4499
"01/02/2020","United Kingdom","England","Major Market","Colombian","Bristol","Beans","Coffee","Regular",347,427,321,775,285,1037,89,663,118,-3333
"01/02/2020","United Kingdom","England","Major Market","Decaf Irish Cream","Bristol","Beans","Coffee","Decaf",134,174,134,307,112,675,36,271,52,-2169
"01/06/2020","United Kingdom","England","Major Market","Decaf Irish Cream","Bristol","Beans","Coffee","Decaf",134,174,134,307,112,632,36,251,49,-2031
"01/10/2020","United Kingdom","England","Major Market","Lemon","Bristol","Leaves","Herbal Tea","Decaf",40,80,67,120,58,461,18,153,49,-1481
"01/12/2020","United Kingdom","England","Major Market","Lemon","Bristol","Leaves","Herbal Tea","Decaf",40,80,40,120,56,479,18,144,49,-1539
"01/12/2020","United Kingdom","England","Major Market","Decaf Espresso","Bristol","Beans","Espresso","Decaf",53,80,53,134,73,662,21,191,36,-2127
"01/01/2020","United Kingdom","England","Small Market","Green Tea","Reading","Leaves","Tea","Regular",53,107,27,160,101,575,91,270,137,-1848
"01/01/2020","United Kingdom","England","Small Market","Decaf Espresso","Reading","Beans","Espresso","Decaf",80,107,80,187,92,1062,29,225,59,-3413
"01/02/2020","United Kingdom","England","Small Market","Earl Grey","Reading","Leaves","Tea","Regular",40,80,53,120,75,421,23,195,53,-1353
"01/02/2020","United Kingdom","England","Small Market","Green Tea","Reading","Leaves","Tea","Regular",53,80,13,134,87,565,78,221,117,-1816
"01/02/2020","United Kingdom","England","Small Market","Decaf Espresso","Reading","Beans","Espresso","Decaf",80,107,80,187,93,1053,29,220,58,-3384
"01/03/2020","United Kingdom","England","Small Market","Darjeeling","Reading","Leaves","Tea","Regular",53,93,53,147,84,381,25,238,58,-1224
"01/03/2020","United Kingdom","England","Small Market","Caffe Latte","Reading","Beans","Espresso","Regular",53,80,53,134,66,673,22,159,38,-2163
"01/04/2020","United Kingdom","England","Small Market","Caffe Latte","Reading","Beans","Espresso","Regular",53,67,40,120,61,666,19,147,35,-2140
"01/05/2020","United Kingdom","England","Small Market","Darjeeling","Reading","Leaves","Tea","Regular",40,67,40,107,64,387,19,172,47,-1244
"01/05/2020","United Kingdom","England","Small Market","Earl Grey","Reading","Leaves","Tea","Regular",27,67,40,93,61,451,19,146,47,-1449
"01/06/2020","United Kingdom","England","Small Market","Decaf Espresso","Reading","Beans","Espresso","Decaf",93,120,80,214,109,1151,34,234,59,-3699
"01/07/2020","United Kingdom","England","Small Market","Chamomile","Reading","Leaves","Herbal Tea","Decaf",93,160,107,254,120,1263,39,299,75,-4059
"01/07/2020","United Kingdom","England","Small Market","Lemon","Reading","Leaves","Herbal Tea","Decaf",40,67,67,107,53,928,16,131,27,-2982
"01/08/2020","United Kingdom","England","Small Market","Darjeeling","Reading","Leaves","Tea","Regular",40,67,40,107,63,403,19,168,46,-1295
"01/08/2020","United Kingdom","England","Small Market","Colombian","Reading","Beans","Coffee","Regular",134,214,160,347,115,500,36,279,62,-1607
"01/08/2020","United Kingdom","England","Small Market","Caffe Latte","Reading","Beans","Espresso","Regular",27,53,40,80,40,640,12,91,27,-2057
"01/08/2020","United Kingdom","England","Small Market","Decaf Espresso","Reading","Beans","Espresso","Decaf",120,160,120,280,138,1181,42,300,64,-3795
"01/09/2020","United Kingdom","England","Small Market","Lemon","Reading","Leaves","Herbal Tea","Decaf",53,80,67,134,64,918,18,170,33,-2950
"01/09/2020","United Kingdom","England","Small Market","Colombian","Reading","Beans","Coffee","Regular",107,160,107,267,91,490,29,238,58,-1575
"01/10/2020","United Kingdom","England","Small Market","Darjeeling","Reading","Leaves","Tea","Regular",27,67,53,93,80,362,24,226,57,-1163
"01/10/2020","United Kingdom","England","Small Market","Caffe Mocha","Reading","Beans","Espresso","Regular",53,93,67,147,75,424,29,180,73,-1363
"01/11/2020","United Kingdom","England","Small Market","Caffe Latte","Reading","Beans","Espresso","Regular",27,40,27,67,30,627,10,74,25,-2015
"01/11/2020","United Kingdom","England","Small Market","Decaf Espresso","Reading","Beans","Espresso","Decaf",93,107,53,200,101,1170,32,234,59,-3760
"01/12/2020","United Kingdom","England","Small Market","Lemon","Reading","Leaves","Herbal Tea","Decaf",53,93,67,147,66,930,18,171,34,-2989
"01/02/2020","United Kingdom","Wales","Major Market","Chamomile","Rhondda","Leaves","Herbal Tea","Decaf",13,40,40,53,30,498,8,80,23,-1600
"01/03/2020","United Kingdom","Wales","Major Market","Earl Grey","Rhondda","Leaves","Tea","Regular",93,147,93,240,119,530,36,305,69,-1703
"01/04/2020","United Kingdom","Wales","Major Market","Decaf Espresso","Rhondda","Beans","Espresso","Decaf",80,107,40,187,73,371,27,172,73,-1192
"01/07/2020","United Kingdom","Wales","Major Market","Earl Grey","Rhondda","Leaves","Tea","Regular",160,227,147,387,189,762,58,446,84,-2449
"01/08/2020","United Kingdom","Wales","Major Market","Earl Grey","Rhondda","Leaves","Tea","Regular",120,200,134,321,155,746,47,368,73,-2397
"01/08/2020","United Kingdom","Wales","Major Market","Amaretto","Rhondda","Beans","Coffee","Regular",53,93,53,147,62,457,21,143,53,-1469
"01/09/2020","United Kingdom","Wales","Major Market","Decaf Espresso","Rhondda","Beans","Espresso","Decaf",67,93,40,160,61,450,23,146,69,-1446
"01/10/2020","United Kingdom","Wales","Major Market","Darjeeling","Rhondda","Leaves","Tea","Regular",67,120,80,187,110,867,36,291,78,-2786
"01/10/2020","United Kingdom","Wales","Major Market","Earl Grey","Rhondda","Leaves","Tea","Regular",67,134,107,200,123,722,38,311,69,-2320
"01/10/2020","United Kingdom","Wales","Major Market","Decaf Espresso","Rhondda","Beans","Espresso","Decaf",93,134,93,227,73,445,27,171,73,-1430
"01/11/2020","United Kingdom","Wales","Major Market","Lemon","Rhondda","Leaves","Herbal Tea","Decaf",40,67,53,107,49,949,13,126,30,-3050
"01/12/2020","United Kingdom","Wales","Major Market","Decaf Espresso","Rhondda","Beans","Espresso","Decaf",67,107,53,174,62,465,23,147,69,-1494
"01/02/2020","United Kingdom","Wales","Small Market","Darjeeling","Clydach","Leaves","Tea","Regular",40,53,13,93,47,211,16,117,51,-678
"01/03/2020","United Kingdom","Wales","Small Market","Chamomile","Clydach","Leaves","Herbal Tea","Decaf",40,80,13,120,59,277,53,153,92,-890
"01/04/2020","United Kingdom","Wales","Small Market","Chamomile","Clydach","Leaves","Herbal Tea","Decaf",40,80,13,120,59,288,53,153,92,-926
"01/04/2020","United Kingdom","Wales","Small Market","Darjeeling","Clydach","Leaves","Tea","Regular",40,53,13,93,50,215,17,126,53,-691
"01/04/2020","United Kingdom","Wales","Small Market","Earl Grey","Clydach","Leaves","Tea","Regular",27,40,-13,67,39,186,16,92,61,-598
"01/05/2020","United Kingdom","Wales","Small Market","Darjeeling","Clydach","Leaves","Tea","Regular",40,67,27,107,52,234,17,123,49,-752
"01/05/2020","United Kingdom","Wales","Small Market","Earl Grey","Clydach","Leaves","Tea","Regular",27,53,0,80,46,201,17,101,58,-646
"01/07/2020","United Kingdom","Wales","Small Market","Green Tea","Clydach","Leaves","Tea","Regular",40,53,0,93,49,278,18,109,58,-893
"01/08/2020","United Kingdom","Wales","Small Market","Decaf Irish Cream","Clydach","Beans","Coffee","Decaf",67,80,40,147,67,1171,21,146,45,-3763
"01/10/2020","United Kingdom","Wales","Small Market","Lemon","Clydach","Leaves","Herbal Tea","Decaf",80,27,13,107,115,1868,35,155,66,-6003
"01/10/2020","United Kingdom","Wales","Small Market","Decaf Espresso","Clydach","Beans","Espresso","Decaf",40,107,107,147,44,917,11,113,25,-2947
"01/11/2020","United Kingdom","Wales","Small Market","Decaf Irish Cream","Clydach","Beans","Coffee","Decaf",80,107,53,187,92,1166,29,214,58,-3747
"01/12/2020","United Kingdom","Wales","Small Market","Lemon","Clydach","Leaves","Herbal Tea","Decaf",107,80,27,187,124,2088,38,229,70,-6710
"01/04/2020","United Kingdom","England","Major Market","Chamomile","London","Leaves","Herbal Tea","Decaf",107,174,147,280,134,905,38,350,52,-2908
"01/04/2020","United Kingdom","England","Major Market","Lemon","London","Leaves","Herbal Tea","Decaf",227,307,227,534,279,1066,86,650,114,-3426
"01/04/2020","United Kingdom","England","Major Market","Caffe Latte","London","Beans","Espresso","Regular",294,307,200,601,319,1611,89,680,123,-5177
"01/04/2020","United Kingdom","England","Major Market","Caffe Mocha","London","Beans","Espresso","Regular",160,214,40,374,168,802,152,425,197,-2577
"01/04/2020","United Kingdom","England","Major Market","Decaf Espresso","London","Beans","Espresso","Decaf",321,427,294,748,338,1448,112,837,154,-4653
"01/06/2020","United Kingdom","England","Major Market","Lemon","London","Leaves","Herbal Tea","Decaf",267,347,254,614,327,1335,101,704,119,-4290
"01/10/2020","United Kingdom","England","Major Market","Decaf Espresso","London","Beans","Espresso","Decaf",307,427,321,735,344,1829,113,851,155,-5878
"01/01/2020","United Kingdom","Wales","Small Market","Decaf Irish Cream","Swansea","Beans","Coffee","Decaf",107,134,80,240,103,476,34,270,74,-1530
"01/03/2020","United Kingdom","Wales","Small Market","Caffe Mocha","Swansea","Beans","Espresso","Regular",107,134,80,240,96,1045,30,221,58,-3358
"01/04/2020","United Kingdom","Wales","Small Market","Chamomile","Swansea","Leaves","Herbal Tea","Decaf",53,93,67,147,66,377,21,191,51,-1212
"01/05/2020","United Kingdom","Wales","Small Market","Amaretto","Swansea","Beans","Coffee","Regular",80,93,27,174,78,372,30,172,69,-1195
"01/06/2020","United Kingdom","Wales","Small Market","Chamomile","Swansea","Leaves","Herbal Tea","Decaf",53,93,67,147,63,409,19,166,47,-1314
"01/06/2020","United Kingdom","Wales","Small Market","Earl Grey","Swansea","Leaves","Tea","Regular",53,93,13,147,72,657,64,170,97,-2111
"01/06/2020","United Kingdom","Wales","Small Market","Decaf Espresso","Swansea","Beans","Espresso","Decaf",67,93,67,160,64,653,21,146,35,-2099
"01/08/2020","United Kingdom","Wales","Small Market","Chamomile","Swansea","Leaves","Herbal Tea","Decaf",53,93,67,147,63,403,19,168,47,-1295
"01/08/2020","United Kingdom","Wales","Small Market","Amaretto","Swansea","Beans","Coffee","Regular",80,107,40,187,85,437,32,186,70,-1404
"01/09/2020","United Kingdom","Wales","Small Market","Lemon","Swansea","Leaves","Herbal Tea","Decaf",53,93,80,147,69,943,19,180,34,-3030
"01/09/2020","United Kingdom","Wales","Small Market","Decaf Irish Cream","Swansea","Beans","Coffee","Decaf",120,147,93,267,114,611,38,284,75,-1964
"01/10/2020","United Kingdom","Wales","Small Market","Amaretto","Swansea","Beans","Coffee","Regular",53,107,67,160,75,424,29,180,74,-1363
"01/10/2020","United Kingdom","Wales","Small Market","Colombian","Swansea","Beans","Coffee","Regular",120,187,80,307,129,752,117,328,155,-2417
"01/12/2020","United Kingdom","Wales","Small Market","Decaf Irish Cream","Swansea","Beans","Coffee","Decaf",107,147,93,254,112,633,36,278,74,-2034
"01/01/2020","United Kingdom","Scotland","Major Market","Colombian","Dundee","Beans","Coffee","Regular",80,534,481,614,97,614,32,739,78,-1973
"01/03/2020","United Kingdom","Scotland","Major Market","Darjeeling","Dundee","Leaves","Tea","Regular",40,67,53,107,44,895,11,113,25,-2876
"01/05/2020","United Kingdom","Scotland","Major Market","Lemon","Dundee","Leaves","Herbal Tea","Decaf",53,67,27,120,72,398,27,157,66,-1279
"01/05/2020","United Kingdom","Scotland","Major Market","Caffe Mocha","Dundee","Beans","Espresso","Regular",67,80,0,147,72,541,64,152,97,-1739
"01/06/2020","United Kingdom","Scotland","Major Market","Regular Espresso","Dundee","Beans","Espresso","Regular",187,200,134,387,199,1370,56,395,83,-4403
"01/07/2020","United Kingdom","Scotland","Major Market","Darjeeling","Dundee","Leaves","Tea","Regular",27,53,40,80,32,955,8,75,23,-3069
"01/07/2020","United Kingdom","Scotland","Major Market","Caffe Mocha","Dundee","Beans","Espresso","Regular",40,93,27,134,52,616,49,147,80,-1980
"01/01/2020","United Kingdom","England","Major Market","Decaf Espresso","Bristol","Beans","Espresso","Decaf",53,93,80,147,73,502,21,200,36,-1613
"01/02/2020","United Kingdom","England","Major Market","Caffe Mocha","Bristol","Beans","Espresso","Regular",107,160,134,267,132,843,36,346,51,-2709
"01/03/2020","United Kingdom","England","Major Market","Caffe Mocha","Bristol","Beans","Espresso","Regular",93,147,120,240,117,832,33,304,47,-2674
"01/05/2020","United Kingdom","England","Major Market","Caffe Latte","Bristol","Beans","Espresso","Regular",67,107,67,174,86,-178,29,212,64,-216
"01/06/2020","United Kingdom","England","Major Market","Decaf Espresso","Bristol","Beans","Espresso","Decaf",107,147,120,254,126,619,35,305,46,-1989
"01/12/2020","United Kingdom","England","Major Market","Colombian","Bristol","Beans","Coffee","Regular",374,454,321,828,323,1454,100,747,129,-4673
"01/02/2020","United Kingdom","England","Major Market","Mint","London","Leaves","Herbal Tea","Decaf",93,120,80,214,112,675,36,271,52,-2169
"01/03/2020","United Kingdom","England","Major Market","Chamomile","London","Leaves","Herbal Tea","Decaf",107,160,134,267,127,879,35,333,51,-2825
"01/03/2020","United Kingdom","England","Major Market","Decaf Irish Cream","London","Beans","Coffee","Decaf",254,-53,-160,200,206,1417,67,181,126,-4554
"01/07/2020","United Kingdom","England","Major Market","Caffe Mocha","London","Beans","Espresso","Regular",200,294,80,494,217,1038,197,514,223,-3336
"01/12/2020","United Kingdom","England","Major Market","Earl Grey","London","Leaves","Tea","Regular",40,80,67,120,73,662,21,191,35,-2127
"01/12/2020","United Kingdom","Scotland","Major Market","Mint","Cumbernauld","Leaves","Herbal Tea","Decaf",80,80,40,160,107,1187,33,251,62,-3815
"01/12/2020","United Kingdom","Scotland","Major Market","Colombian","Cumbernauld","Beans","Coffee","Regular",93,160,107,254,118,899,39,316,80,-2889
"01/01/2020","United Kingdom","England","Small Market","Lemon","Birmingham","Leaves","Herbal Tea","Decaf",93,147,40,240,106,607,97,285,142,-1951
"01/01/2020","United Kingdom","England","Small Market","Caffe Latte","Birmingham","Beans","Espresso","Regular",93,134,93,227,113,550,35,300,70,-1768
"01/01/2020","United Kingdom","England","Small Market","Decaf Espresso","Birmingham","Beans","Espresso","Decaf",93,147,93,240,113,717,36,314,84,-2304
"01/02/2020","United Kingdom","England","Small Market","Lemon","Birmingham","Leaves","Herbal Tea","Decaf",107,174,53,280,124,596,112,313,152,-1915
"01/02/2020","United Kingdom","England","Small Market","Colombian","Birmingham","Beans","Coffee","Regular",67,93,67,160,59,680,19,143,36,-2185
"01/02/2020","United Kingdom","England","Small Market","Decaf Espresso","Birmingham","Beans","Espresso","Decaf",80,147,93,227,107,704,35,285,76,-2262
"01/03/2020","United Kingdom","England","Small Market","Colombian","Birmingham","Beans","Coffee","Regular",67,93,67,160,58,675,19,140,35,-2169
"01/03/2020","United Kingdom","England","Small Market","Decaf Irish Cream","Birmingham","Beans","Coffee","Decaf",53,67,53,120,44,895,11,113,27,-2876
"01/03/2020","United Kingdom","England","Small Market","Caffe Latte","Birmingham","Beans","Espresso","Regular",93,147,107,240,119,104,36,305,69,-334
"01/04/2020","United Kingdom","England","Small Market","Caffe Mocha","Birmingham","Beans","Espresso","Regular",13,40,40,53,29,500,7,75,22,-1607
"01/04/2020","United Kingdom","England","Small Market","Decaf Espresso","Birmingham","Beans","Espresso","Decaf",93,160,107,254,118,719,39,317,80,-2311
"01/05/2020","United Kingdom","England","Small Market","Chamomile","Birmingham","Leaves","Herbal Tea","Decaf",67,93,27,160,78,372,30,172,69,-1195
"01/06/2020","United Kingdom","England","Small Market","Colombian","Birmingham","Beans","Coffee","Regular",67,93,67,160,58,657,19,131,34,-2111
"01/06/2020","United Kingdom","England","Small Market","Caffe Latte","Birmingham","Beans","Espresso","Regular",134,187,134,321,158,-726,49,373,74,-881
"01/07/2020","United Kingdom","England","Small Market","Lemon","Birmingham","Leaves","Herbal Tea","Decaf",147,240,80,387,166,789,151,393,176,-2536
"01/07/2020","United Kingdom","England","Small Market","Caffe Latte","Birmingham","Beans","Espresso","Regular",160,214,147,374,189,-1037,58,446,84,-1259
"01/07/2020","United Kingdom","England","Small Market","Decaf Espresso","Birmingham","Beans","Espresso","Decaf",120,200,134,321,153,905,50,379,86,-2908
"01/08/2020","United Kingdom","England","Small Market","Lemon","Birmingham","Leaves","Herbal Tea","Decaf",160,254,80,414,178,776,160,420,187,-2494
"01/09/2020","United Kingdom","England","Small Market","Lemon","Birmingham","Leaves","Herbal Tea","Decaf",107,174,53,280,125,762,113,318,153,-2449
"01/09/2020","United Kingdom","England","Small Market","Decaf Espresso","Birmingham","Beans","Espresso","Decaf",107,174,107,280,132,878,44,355,85,-2822
"01/10/2020","United Kingdom","England","Small Market","Decaf Irish Cream","Birmingham","Beans","Coffee","Decaf",40,80,80,120,36,945,10,93,24,-3037
"01/10/2020","United Kingdom","England","Small Market","Caffe Latte","Birmingham","Beans","Espresso","Regular",67,107,93,174,123,-1964,38,311,69,-2384
"01/10/2020","United Kingdom","England","Small Market","Decaf Espresso","Birmingham","Beans","Espresso","Decaf",67,107,80,174,110,867,36,291,78,-2786
"01/11/2020","United Kingdom","England","Small Market","Lemon","Birmingham","Leaves","Herbal Tea","Decaf",107,160,27,267,126,764,114,319,154,-2455
"01/11/2020","United Kingdom","England","Small Market","Caffe Latte","Birmingham","Beans","Espresso","Regular",107,134,80,240,137,-2204,42,350,73,-2675
"01/12/2020","United Kingdom","England","Small Market","Chamomile","Birmingham","Leaves","Herbal Tea","Decaf",80,93,27,174,87,444,33,208,78,-1427
"01/01/2020","United Kingdom","Scotland","Major Market","Decaf Irish Cream","Cumbernauld","Beans","Coffee","Decaf",107,147,93,254,113,550,35,300,69,-1768
"01/12/2020","United Kingdom","Scotland","Major Market","Decaf Espresso","Cumbernauld","Beans","Espresso","Decaf",107,147,93,254,112,633,36,278,73,-2034
"01/01/2020","United Kingdom","England","Major Market","Decaf Irish Cream","Bristol","Beans","Coffee","Decaf",134,174,134,307,112,686,36,285,56,-2205
"01/03/2020","United Kingdom","England","Major Market","Decaf Espresso","Bristol","Beans","Espresso","Decaf",80,147,120,227,109,486,30,283,45,-1562
"01/04/2020","United Kingdom","England","Major Market","Colombian","Bristol","Beans","Coffee","Regular",347,414,307,761,279,1066,86,650,115,-3426
"01/12/2020","United Kingdom","England","Major Market","Caffe Latte","Bristol","Beans","Espresso","Regular",67,93,40,160,90,-1363,30,239,73,-1654
"01/01/2020","United Kingdom","England","Small Market","Lemon","Reading","Leaves","Herbal Tea","Decaf",27,67,67,93,46,855,12,127,30,-2748
"01/02/2020","United Kingdom","England","Small Market","Colombian","Reading","Beans","Coffee","Regular",93,134,93,227,78,365,24,203,53,-1173
"01/03/2020","United Kingdom","England","Small Market","Chamomile","Reading","Leaves","Herbal Tea","Decaf",134,227,160,361,165,1026,53,440,96,-3297
"01/03/2020","United Kingdom","England","Small Market","Green Tea","Reading","Leaves","Tea","Regular",53,80,13,134,85,557,76,214,117,-1790
"01/03/2020","United Kingdom","England","Small Market","Caffe Mocha","Reading","Beans","Espresso","Regular",67,80,27,147,73,332,27,171,73,-1067
"01/04/2020","United Kingdom","England","Small Market","Lemon","Reading","Leaves","Herbal Tea","Decaf",40,53,53,93,47,854,12,124,29,-2744
"01/04/2020","United Kingdom","England","Small Market","Decaf Irish Cream","Reading","Beans","Coffee","Decaf",147,227,93,374,127,610,115,324,154,-1960
"01/05/2020","United Kingdom","England","Small Market","Caffe Mocha","Reading","Beans","Espresso","Regular",67,93,27,160,78,372,30,172,70,-1195
"01/06/2020","United Kingdom","England","Small Market","Caffe Mocha","Reading","Beans","Espresso","Regular",67,93,27,160,79,415,30,177,70,-1334
"01/07/2020","United Kingdom","England","Small Market","Darjeeling","Reading","Leaves","Tea","Regular",27,67,40,93,52,418,17,138,45,-1343
"01/07/2020","United Kingdom","England","Small Market","Green Tea","Reading","Leaves","Tea","Regular",40,53,0,93,63,685,57,151,89,-2201
"01/07/2020","United Kingdom","England","Small Market","Caffe Mocha","Reading","Beans","Espresso","Regular",67,93,27,160,79,444,30,177,70,-1427
"01/07/2020","United Kingdom","England","Small Market","Decaf Espresso","Reading","Beans","Espresso","Decaf",107,134,93,240,115,1190,35,250,59,-3824
"01/08/2020","United Kingdom","England","Small Market","Lemon","Reading","Leaves","Herbal Tea","Decaf",53,80,67,134,64,923,18,157,32,-2966
"01/08/2020","United Kingdom","England","Small Market","Decaf Irish Cream","Reading","Beans","Coffee","Decaf",214,307,134,521,178,776,160,420,187,-2494
"01/08/2020","United Kingdom","England","Small Market","Caffe Mocha","Reading","Beans","Espresso","Regular",80,93,27,174,85,437,32,186,72,-1404
"01/09/2020","United Kingdom","England","Small Market","Caffe Latte","Reading","Beans","Espresso","Regular",40,53,40,93,45,635,13,109,30,-2041
"01/09/2020","United Kingdom","England","Small Market","Caffe Mocha","Reading","Beans","Espresso","Regular",80,107,40,187,90,431,34,212,79,-1385
"01/10/2020","United Kingdom","England","Small Market","Chamomile","Reading","Leaves","Herbal Tea","Decaf",120,214,174,334,168,1231,56,447,98,-3956
"01/10/2020","United Kingdom","England","Small Market","Decaf Espresso","Reading","Beans","Espresso","Decaf",80,120,107,200,107,1161,33,248,62,-3731
"01/10/2020","United Kingdom","England","Small Market","Colombian","Reading","Beans","Coffee","Regular",120,187,147,307,91,482,29,238,58,-1549
"01/12/2020","United Kingdom","England","Small Market","Decaf Espresso","Reading","Beans","Espresso","Decaf",93,134,80,227,107,1187,33,251,61,-3815
"01/12/2020","United Kingdom","England","Small Market","Colombian","Reading","Beans","Coffee","Regular",107,160,107,267,97,508,32,251,62,-1633
"01/02/2020","United Kingdom","Scotland","Major Market","Mint","Cumbernauld","Leaves","Herbal Tea","Decaf",67,93,67,160,93,1053,29,220,57,-3384
"01/02/2020","United Kingdom","Scotland","Major Market","Decaf Espresso","Cumbernauld","Beans","Espresso","Decaf",93,134,80,227,103,466,34,257,70,-1498
"01/02/2020","United Kingdom","Scotland","Major Market","Decaf Irish Cream","Cumbernauld","Beans","Coffee","Decaf",107,147,93,254,115,539,35,294,66,-1732
"01/03/2020","United Kingdom","Scotland","Major Market","Chamomile","Cumbernauld","Leaves","Herbal Tea","Decaf",40,67,40,107,66,673,22,159,38,-2163
"01/07/2020","United Kingdom","Scotland","Major Market","Chamomile","Cumbernauld","Leaves","Herbal Tea","Decaf",40,67,40,107,67,646,22,153,36,-2076
"01/07/2020","United Kingdom","Scotland","Major Market","Lemon","Cumbernauld","Leaves","Herbal Tea","Decaf",53,80,40,134,79,444,30,177,69,-1427
"01/09/2020","United Kingdom","Scotland","Major Market","Colombian","Cumbernauld","Beans","Coffee","Regular",120,187,134,307,132,878,44,355,86,-2822
"01/11/2020","United Kingdom","Scotland","Major Market","Darjeeling","Cumbernauld","Leaves","Tea","Regular",27,67,53,93,38,963,10,101,25,-3095
"01/04/2020","United Kingdom","Scotland","Major Market","Darjeeling","Dundee","Leaves","Tea","Regular",40,67,53,107,40,902,11,107,25,-2899
"01/05/2020","United Kingdom","Scotland","Major Market","Colombian","Dundee","Beans","Coffee","Regular",80,614,574,694,86,-730,29,730,66,-886
"01/06/2020","United Kingdom","Scotland","Major Market","Green Tea","Dundee","Leaves","Tea","Regular",13,40,27,53,24,526,7,59,21,-1690
"01/11/2020","United Kingdom","Scotland","Major Market","Darjeeling","Dundee","Leaves","Tea","Regular",40,80,53,120,49,949,13,126,29,-3050
"01/12/2020","United Kingdom","Scotland","Major Market","Colombian","Dundee","Beans","Coffee","Regular",80,521,481,601,90,-3888,30,726,72,-4719
"01/02/2020","United Kingdom","Scotland","Major Market","Darjeeling","Glasgow","Leaves","Tea","Regular",134,200,160,334,127,890,35,330,50,-2860
"01/02/2020","United Kingdom","Scotland","Major Market","Green Tea","Glasgow","Leaves","Tea","Regular",107,160,120,267,103,494,29,270,45,-1588
"01/03/2020","United Kingdom","Scotland","Major Market","Mint","Glasgow","Leaves","Herbal Tea","Decaf",214,-27,-107,187,287,1628,89,260,117,-5232
"01/03/2020","United Kingdom","Scotland","Major Market","Darjeeling","Glasgow","Leaves","Tea","Regular",134,200,160,334,127,879,35,333,50,-2825
"01/03/2020","United Kingdom","Scotland","Major Market","Regular Espresso","Glasgow","Beans","Espresso","Regular",294,387,280,681,319,1386,89,744,120,-4454
"01/04/2020","United Kingdom","Scotland","Major Market","Earl Grey","Glasgow","Leaves","Tea","Regular",120,200,160,321,123,855,34,318,50,-2748
"01/06/2020","United Kingdom","Scotland","Major Market","Green Tea","Glasgow","Leaves","Tea","Regular",120,200,160,321,126,619,35,305,46,-1989
"01/06/2020","United Kingdom","Scotland","Major Market","Earl Grey","Glasgow","Leaves","Tea","Regular",147,240,187,387,152,987,42,367,52,-3172
"01/07/2020","United Kingdom","Scotland","Major Market","Caffe Mocha","Glasgow","Beans","Espresso","Regular",200,-107,-321,93,217,2554,197,102,225,-8208
"01/04/2020","United Kingdom","Scotland","Major Market","Colombian","Dundee","Beans","Coffee","Regular",80,574,534,654,91,-383,30,739,73,-465
"01/04/2020","United Kingdom","Scotland","Major Market","Caffe Mocha","Dundee","Beans","Espresso","Regular",53,93,13,147,70,504,63,168,103,-1620
"01/07/2020","United Kingdom","Scotland","Major Market","Regular Espresso","Dundee","Beans","Espresso","Regular",174,200,134,374,194,1435,53,385,80,-4612
"01/08/2020","United Kingdom","Scotland","Major Market","Caffe Mocha","Dundee","Beans","Espresso","Regular",40,93,27,134,50,594,45,140,78,-1909
"01/10/2020","United Kingdom","Scotland","Major Market","Lemon","Dundee","Leaves","Herbal Tea","Decaf",40,40,27,80,73,445,27,171,72,-1430
"01/11/2020","United Kingdom","Scotland","Major Market","Caffe Mocha","Dundee","Beans","Espresso","Regular",67,80,0,147,70,610,63,171,102,-1960
"01/01/2020","United Kingdom","England","Small Market","Colombian","Basingstoke","Beans","Coffee","Regular",53,80,67,134,46,855,12,127,30,-2748
"01/01/2020","United Kingdom","England","Small Market","Decaf Espresso","Basingstoke","Beans","Espresso","Decaf",67,93,67,160,83,429,25,225,58,-1379
"01/03/2020","United Kingdom","England","Small Market","Colombian","Basingstoke","Beans","Coffee","Regular",53,80,67,134,45,845,12,117,27,-2716
"01/04/2020","United Kingdom","England","Small Market","Lemon","Basingstoke","Leaves","Herbal Tea","Decaf",93,134,67,227,107,544,40,254,85,-1748
"01/05/2020","United Kingdom","England","Small Market","Lemon","Basingstoke","Leaves","Herbal Tea","Decaf",93,120,53,214,103,582,39,229,79,-1870
"01/05/2020","United Kingdom","England","Small Market","Decaf Irish Cream","Basingstoke","Beans","Coffee","Decaf",80,134,107,214,72,884,19,172,32,-2841
"01/06/2020","United Kingdom","England","Small Market","Chamomile","Basingstoke","Leaves","Herbal Tea","Decaf",53,80,53,134,64,653,21,147,34,-2099
"01/06/2020","United Kingdom","England","Small Market","Caffe Mocha","Basingstoke","Beans","Espresso","Regular",53,80,53,134,63,409,19,166,46,-1314
